user_id,signup_date,test_date,browser,test,pages_visited
157479,2015-01-06,2015-08-15,Chrome,1,2
157501,2015-01-06,2015-08-20,Safari,0,9
157672,2015-01-06,2015-08-25,Chrome,0,8
157764,2015-01-06,2015-08-15,Chrome,1,6
157886,2015-01-06,2015-08-24,Chrome,0,3
157966,2015-01-06,2015-08-08,Chrome,0,7
158026,2015-01-06,2015-08-06,Chrome,1,5
158113,2015-01-06,2015-08-09,Safari,1,6
158245,2015-01-06,2015-08-08,Chrome,1,4
158399,2015-01-06,2015-08-25,Chrome,0,6
158527,2015-01-06,2015-08-24,Chrome,1,5
158688,2015-01-06,2015-08-15,Firefox,0,3
158722,2015-01-06,2015-08-10,Firefox,0,9
158801,2015-01-06,2015-08-06,Chrome,1,3
158802,2015-01-06,2015-08-27,IE,0,3
158875,2015-01-06,2015-08-25,Firefox,1,8
158952,2015-01-06,2015-08-16,Firefox,1,9
159041,2015-01-06,2015-08-25,Chrome,0,5
159044,2015-01-06,2015-08-15,Chrome,0,4
159131,2015-01-06,2015-08-26,Safari,1,5
159242,2015-01-06,2015-08-30,Firefox,0,5
159333,2015-01-06,2015-08-07,Safari,0,3
159632,2015-01-06,2015-08-21,Chrome,0,5
159742,2015-01-06,2015-08-14,Chrome,0,4
159769,2015-01-06,2015-08-27,Chrome,0,7
159894,2015-01-06,2015-08-01,Chrome,1,5
159923,2015-01-06,2015-08-09,Chrome,1,7
159934,2015-01-06,2015-08-19,Chrome,0,2
160263,2015-01-06,2015-08-24,Chrome,0,5
160584,2015-01-06,2015-08-31,Firefox,1,3
160846,2015-01-06,2015-08-19,Firefox,0,5
160883,2015-01-06,2015-08-16,Chrome,0,10
160902,2015-01-06,2015-08-30,Chrome,1,5
160906,2015-01-06,2015-08-18,Firefox,1,6
160966,2015-01-06,2015-08-24,Safari,0,8
161014,2015-01-06,2015-08-27,Chrome,0,4
161087,2015-01-06,2015-08-10,IE,0,7
161217,2015-01-06,2015-08-09,Safari,0,1
161536,2015-01-06,2015-08-14,Firefox,0,4
161642,2015-01-06,2015-08-03,Safari,1,4
161761,2015-01-06,2015-08-26,Firefox,1,6
161806,2015-01-06,2015-08-27,Safari,0,5
161841,2015-01-06,2015-08-25,IE,1,2
161919,2015-01-06,2015-08-29,Chrome,1,1
161936,2015-01-06,2015-08-30,Firefox,1,6
162057,2015-01-06,2015-08-01,IE,1,9
162135,2015-01-06,2015-08-22,Firefox,0,5
162188,2015-01-06,2015-08-16,Firefox,0,2
162327,2015-01-06,2015-08-05,Chrome,1,7
162410,2015-01-06,2015-08-05,Chrome,1,3
162419,2015-01-06,2015-08-26,Chrome,0,6
162470,2015-01-06,2015-08-20,Firefox,1,5
162472,2015-01-06,2015-08-19,Chrome,1,3
162507,2015-01-06,2015-08-10,Firefox,1,7
162609,2015-01-06,2015-08-31,Firefox,0,9
162623,2015-01-06,2015-08-23,Chrome,1,3
162675,2015-01-06,2015-08-22,Chrome,0,6
162682,2015-01-06,2015-08-12,Chrome,1,4
162783,2015-01-06,2015-08-25,Chrome,0,3
162829,2015-01-06,2015-08-15,Chrome,0,4
162838,2015-01-06,2015-08-01,Chrome,0,1
162953,2015-01-06,2015-08-27,Chrome,0,3
163207,2015-01-06,2015-08-26,Chrome,0,9
163337,2015-01-06,2015-08-26,Chrome,1,5
163406,2015-01-06,2015-08-04,Chrome,1,6
163408,2015-01-06,2015-08-26,Chrome,1,1
163483,2015-01-06,2015-08-11,IE,1,5
163495,2015-01-06,2015-08-18,Chrome,0,8
163858,2015-01-06,2015-08-17,Chrome,0,4
163865,2015-01-06,2015-08-16,Chrome,0,4
163987,2015-01-06,2015-08-07,Safari,0,6
163989,2015-01-06,2015-08-28,Safari,0,2
164048,2015-01-06,2015-08-17,Chrome,1,6
164095,2015-01-06,2015-08-03,Chrome,1,2
164422,2015-01-06,2015-08-10,Firefox,0,7
164480,2015-01-06,2015-08-23,IE,1,7
164511,2015-01-06,2015-08-10,Chrome,0,3
164647,2015-01-06,2015-08-05,Safari,1,5
164751,2015-01-06,2015-08-05,Chrome,0,6
164803,2015-01-06,2015-08-31,IE,1,3
164936,2015-01-06,2015-08-20,Chrome,0,8
165032,2015-01-06,2015-08-24,IE,1,4
165303,2015-01-06,2015-08-16,Firefox,1,1
165383,2015-01-06,2015-08-21,Chrome,0,10
165454,2015-01-06,2015-08-29,IE,0,5
165479,2015-01-06,2015-08-10,Chrome,0,2
165549,2015-01-06,2015-08-17,IE,1,6
165692,2015-01-06,2015-08-21,Firefox,1,4
165785,2015-01-06,2015-08-02,Firefox,1,5
165841,2015-01-06,2015-08-20,IE,0,2
165948,2015-01-06,2015-08-20,Chrome,1,8
165978,2015-01-06,2015-08-09,Chrome,0,2
166021,2015-01-06,2015-08-30,Chrome,0,8
166174,2015-01-06,2015-08-21,Chrome,0,9
166381,2015-01-06,2015-08-10,Chrome,1,5
166383,2015-01-06,2015-08-27,Chrome,1,4
166415,2015-01-06,2015-08-26,Safari,0,7
166470,2015-01-06,2015-08-10,Chrome,0,5
166528,2015-01-06,2015-08-21,Chrome,0,5
166680,2015-01-06,2015-08-25,Chrome,0,8
166902,2015-01-06,2015-08-12,Chrome,1,5
166914,2015-01-06,2015-08-08,IE,1,7
167035,2015-01-06,2015-08-23,IE,1,7
167087,2015-01-06,2015-08-08,Chrome,1,3
167113,2015-01-06,2015-08-22,Chrome,0,7
167448,2015-01-06,2015-08-12,Chrome,0,8
167456,2015-01-06,2015-08-05,Chrome,1,6
167464,2015-01-06,2015-08-25,Chrome,0,8
167702,2015-01-06,2015-08-05,Firefox,0,6
167854,2015-01-06,2015-08-25,Firefox,0,4
167901,2015-01-06,2015-08-03,Safari,1,8
168026,2015-01-06,2015-08-10,Chrome,0,9
168115,2015-01-06,2015-08-14,Chrome,0,5
168198,2015-01-06,2015-08-17,Chrome,1,5
168358,2015-01-06,2015-08-10,Firefox,1,4
168449,2015-01-06,2015-08-25,Firefox,0,7
168557,2015-01-06,2015-08-28,Safari,1,2
168562,2015-01-06,2015-08-27,Chrome,0,6
168611,2015-01-06,2015-08-12,Chrome,1,11
168625,2015-01-06,2015-08-11,Firefox,1,3
168748,2015-01-06,2015-08-30,IE,1,6
168824,2015-01-06,2015-08-02,IE,1,6
168905,2015-01-06,2015-08-25,Chrome,1,8
168992,2015-01-06,2015-08-30,IE,1,5
168993,2015-01-06,2015-08-13,Chrome,1,4
169041,2015-01-06,2015-08-19,Firefox,0,6
169146,2015-01-06,2015-08-27,Chrome,0,7
169393,2015-01-06,2015-08-26,Chrome,0,2
169417,2015-01-06,2015-08-29,Chrome,1,8
169478,2015-01-06,2015-08-11,IE,1,2
169488,2015-01-06,2015-08-18,Firefox,1,7
169498,2015-01-06,2015-08-10,IE,0,8
169502,2015-01-06,2015-08-30,IE,0,5
169543,2015-01-06,2015-08-19,Safari,1,5
169613,2015-01-06,2015-08-10,IE,0,1
169722,2015-01-06,2015-08-17,Chrome,1,5
169775,2015-01-06,2015-08-12,Firefox,0,1
169947,2015-01-06,2015-08-24,Firefox,1,6
170022,2015-01-06,2015-08-01,Chrome,1,1
170264,2015-01-06,2015-08-07,Firefox,0,2
170290,2015-01-06,2015-08-19,Chrome,1,1
170422,2015-01-06,2015-08-05,Firefox,1,4
170489,2015-01-06,2015-08-31,IE,1,3
170516,2015-01-06,2015-08-06,Firefox,0,5
170602,2015-01-06,2015-08-19,Chrome,1,5
170613,2015-01-06,2015-08-09,Safari,1,6
170634,2015-01-06,2015-08-04,Chrome,0,1
170706,2015-01-06,2015-08-03,Chrome,0,3
170718,2015-01-06,2015-08-28,IE,1,4
170732,2015-01-06,2015-08-25,Chrome,0,10
170810,2015-01-06,2015-08-26,IE,0,5
170840,2015-01-06,2015-08-04,Firefox,1,4
170908,2015-01-06,2015-08-23,Chrome,1,5
170942,2015-01-06,2015-08-29,Chrome,1,1
170959,2015-01-06,2015-08-05,Firefox,1,1
170974,2015-01-06,2015-08-27,IE,0,4
170996,2015-01-06,2015-08-18,IE,1,4
171059,2015-01-06,2015-08-17,Chrome,1,5
171211,2015-01-06,2015-08-11,Chrome,1,1
171333,2015-01-06,2015-08-27,Chrome,1,2
171412,2015-01-06,2015-08-28,Firefox,1,4
171461,2015-01-06,2015-08-10,IE,1,5
171525,2015-01-06,2015-08-04,Firefox,1,3
171974,2015-01-06,2015-08-20,Chrome,0,5
171996,2015-01-06,2015-08-08,Firefox,0,7
172163,2015-01-06,2015-08-25,Chrome,0,7
172167,2015-01-06,2015-08-18,Firefox,1,4
172354,2015-01-06,2015-08-08,Firefox,1,5
172418,2015-01-06,2015-08-26,Chrome,1,6
172443,2015-01-06,2015-08-06,IE,1,6
172584,2015-01-06,2015-08-07,Safari,0,3
172674,2015-01-06,2015-08-25,Chrome,0,1
172765,2015-01-06,2015-08-07,Safari,1,5
172795,2015-01-06,2015-08-13,Safari,0,4
172887,2015-01-06,2015-08-28,IE,0,8
172905,2015-01-06,2015-08-28,Chrome,0,6
172959,2015-01-06,2015-08-17,IE,1,8
172968,2015-01-06,2015-08-14,Chrome,0,3
172980,2015-01-06,2015-08-31,Firefox,0,1
173002,2015-01-06,2015-08-08,Chrome,1,4
173215,2015-01-06,2015-08-06,IE,1,6
173301,2015-01-06,2015-08-08,IE,1,4
173384,2015-01-06,2015-08-29,Chrome,0,1
173410,2015-01-06,2015-08-24,Chrome,1,3
173721,2015-01-06,2015-08-12,Chrome,1,5
173767,2015-01-06,2015-08-24,Safari,0,4
173821,2015-01-06,2015-08-19,Chrome,0,4
173825,2015-01-06,2015-08-17,Safari,0,8
173838,2015-01-06,2015-08-22,Firefox,0,4
173907,2015-01-06,2015-08-08,IE,0,3
174049,2015-01-06,2015-08-14,Firefox,0,3
174071,2015-01-06,2015-08-07,Chrome,1,5
174114,2015-01-06,2015-08-31,Firefox,0,1
174210,2015-01-06,2015-08-04,IE,1,2
174250,2015-01-06,2015-08-07,Firefox,1,6
174298,2015-01-06,2015-08-16,Safari,0,2
174514,2015-01-06,2015-08-27,Chrome,0,4
174536,2015-01-06,2015-08-28,IE,0,1
174643,2015-01-06,2015-08-21,Chrome,0,6
174665,2015-01-06,2015-08-21,IE,1,4
174716,2015-01-06,2015-08-02,Safari,0,3
174749,2015-01-06,2015-08-18,Firefox,1,4
174808,2015-01-06,2015-08-24,Safari,0,12
174841,2015-01-06,2015-08-21,Firefox,0,2
174912,2015-01-06,2015-08-12,IE,1,5
174960,2015-01-06,2015-08-12,Chrome,0,4
174966,2015-01-06,2015-08-16,Chrome,1,7
175014,2015-01-06,2015-08-27,Chrome,0,6
175129,2015-01-06,2015-08-18,IE,0,1
175199,2015-01-06,2015-08-14,Chrome,1,6
175233,2015-01-06,2015-08-31,IE,1,7
175247,2015-01-06,2015-08-20,IE,1,6
175259,2015-01-06,2015-08-03,Safari,1,5
175313,2015-01-06,2015-08-01,Chrome,0,1
175468,2015-01-06,2015-08-05,Chrome,0,1
175473,2015-01-06,2015-08-27,IE,1,3
175574,2015-01-06,2015-08-17,Firefox,1,4
175580,2015-01-06,2015-08-02,IE,1,6
175645,2015-01-06,2015-08-17,IE,1,6
175998,2015-01-06,2015-08-25,Safari,1,1
176073,2015-01-06,2015-08-11,Safari,0,1
176128,2015-01-06,2015-08-19,IE,0,6
176187,2015-01-06,2015-08-28,IE,1,3
176287,2015-01-06,2015-08-24,IE,1,4
176379,2015-01-06,2015-08-05,Chrome,0,5
176386,2015-01-06,2015-08-03,IE,1,4
176591,2015-01-06,2015-08-18,Chrome,0,1
176592,2015-01-06,2015-08-08,Chrome,1,2
176598,2015-01-06,2015-08-06,Firefox,0,5
176654,2015-01-06,2015-08-04,Firefox,0,3
176715,2015-01-06,2015-08-12,Safari,1,6
176745,2015-01-06,2015-08-03,Chrome,0,3
176778,2015-01-06,2015-08-02,Chrome,0,14
176820,2015-01-06,2015-08-16,Chrome,0,6
176867,2015-01-06,2015-08-03,Firefox,0,13
176894,2015-01-06,2015-08-31,Firefox,1,9
177046,2015-01-06,2015-08-28,IE,0,7
177154,2015-01-06,2015-08-21,Firefox,1,6
177215,2015-01-06,2015-08-28,IE,1,5
177220,2015-01-06,2015-08-20,Firefox,0,5
177305,2015-01-06,2015-08-25,Firefox,0,4
177596,2015-01-06,2015-08-05,IE,0,4
177788,2015-01-06,2015-08-31,Safari,0,3
177857,2015-01-06,2015-08-17,Chrome,1,5
177988,2015-01-06,2015-08-22,Firefox,0,2
178022,2015-01-06,2015-08-07,Chrome,0,8
178078,2015-01-06,2015-08-14,Chrome,1,7
178083,2015-01-06,2015-08-15,Chrome,0,3
178288,2015-01-06,2015-08-04,IE,1,4
178388,2015-01-06,2015-08-11,IE,1,2
178436,2015-01-06,2015-08-25,Safari,1,1
178582,2015-01-06,2015-08-31,Firefox,0,3
178611,2015-01-06,2015-08-21,Firefox,0,1
178718,2015-01-06,2015-08-10,Firefox,0,5
178761,2015-01-06,2015-08-22,Chrome,1,3
178815,2015-01-06,2015-08-24,Firefox,1,4
178922,2015-01-06,2015-08-30,Safari,1,6
179158,2015-01-06,2015-08-26,Chrome,1,4
179216,2015-01-06,2015-08-09,Chrome,0,1
179298,2015-01-06,2015-08-11,Firefox,1,7
179395,2015-01-06,2015-08-04,Firefox,1,5
179569,2015-01-06,2015-08-04,Firefox,1,4
179676,2015-01-06,2015-08-11,IE,1,4
179910,2015-01-06,2015-08-10,Chrome,1,5
180135,2015-01-06,2015-08-26,Firefox,0,5
180228,2015-01-06,2015-08-22,IE,0,3
180283,2015-01-06,2015-08-10,Chrome,1,4
180294,2015-01-06,2015-08-10,Safari,0,3
180384,2015-01-06,2015-08-18,IE,0,6
180405,2015-01-06,2015-08-04,Chrome,0,1
180930,2015-01-06,2015-08-12,Chrome,0,5
180967,2015-01-06,2015-08-21,Chrome,0,4
180984,2015-01-06,2015-08-23,IE,0,2
181483,2015-01-06,2015-08-23,Chrome,0,1
181592,2015-01-06,2015-08-04,Chrome,1,6
181608,2015-01-06,2015-08-27,IE,0,8
181620,2015-01-06,2015-08-24,IE,1,2
181648,2015-01-06,2015-08-17,Chrome,0,8
181725,2015-01-06,2015-08-19,IE,1,6
182050,2015-01-06,2015-08-10,Chrome,1,8
182057,2015-01-06,2015-08-25,IE,1,7
182087,2015-01-06,2015-08-26,IE,1,6
182108,2015-01-06,2015-08-16,IE,0,3
182191,2015-01-06,2015-08-14,Chrome,1,6
182246,2015-01-06,2015-08-29,Firefox,0,2
182273,2015-01-06,2015-08-28,Chrome,0,2
182444,2015-01-06,2015-08-27,IE,0,7
182476,2015-01-06,2015-08-04,Chrome,1,7
182616,2015-01-06,2015-08-15,IE,0,4
182723,2015-01-06,2015-08-27,Chrome,1,10
182752,2015-01-06,2015-08-10,Chrome,1,7
182844,2015-01-06,2015-08-09,Chrome,0,11
182930,2015-01-06,2015-08-14,Chrome,1,8
182934,2015-01-06,2015-08-10,Chrome,0,6
183054,2015-01-06,2015-08-14,Chrome,1,4
183083,2015-01-06,2015-08-19,Chrome,1,7
183111,2015-01-06,2015-08-24,Firefox,0,7
183143,2015-01-06,2015-08-27,Firefox,1,5
183208,2015-01-06,2015-08-12,Firefox,1,5
183292,2015-01-06,2015-08-20,IE,0,3
183496,2015-01-06,2015-08-19,IE,1,5
183696,2015-01-06,2015-08-23,Safari,0,1
183798,2015-01-06,2015-08-18,Firefox,1,6
183852,2015-01-06,2015-08-20,IE,0,3
183857,2015-01-06,2015-08-31,Chrome,1,4
184492,2015-01-06,2015-08-04,Firefox,1,5
184554,2015-01-06,2015-08-19,Chrome,0,1
184720,2015-01-06,2015-08-11,Chrome,0,8
184850,2015-01-06,2015-08-13,Safari,0,6
184923,2015-01-06,2015-08-28,Chrome,1,4
185243,2015-01-06,2015-08-16,Chrome,0,8
185249,2015-01-06,2015-08-14,Chrome,1,3
185466,2015-01-06,2015-08-02,IE,0,1
185479,2015-01-06,2015-08-28,Firefox,1,3
185511,2015-01-06,2015-08-25,Chrome,1,8
185676,2015-01-06,2015-08-08,Chrome,1,4
185678,2015-01-06,2015-08-04,Chrome,0,10
185701,2015-01-06,2015-08-31,Chrome,0,6
186011,2015-01-06,2015-08-17,Chrome,1,11
186048,2015-01-06,2015-08-02,Firefox,0,9
186187,2015-01-06,2015-08-20,Firefox,1,5
186332,2015-01-06,2015-08-05,Firefox,0,9
186345,2015-01-06,2015-08-30,Chrome,0,3
186478,2015-01-06,2015-08-24,Chrome,0,8
186629,2015-01-06,2015-08-22,Chrome,1,7
186667,2015-01-06,2015-08-14,Chrome,0,3
186699,2015-01-06,2015-08-21,Chrome,1,5
186783,2015-01-06,2015-08-10,Chrome,0,1
186919,2015-01-06,2015-08-24,Firefox,0,6
186936,2015-01-06,2015-08-12,Firefox,0,8
187042,2015-01-06,2015-08-02,Safari,1,3
187171,2015-01-06,2015-08-19,Chrome,1,6
187332,2015-01-06,2015-08-30,IE,0,7
187547,2015-01-06,2015-08-02,Firefox,0,4
187663,2015-01-06,2015-08-11,Firefox,0,3
187752,2015-01-06,2015-08-01,Safari,1,7
187899,2015-01-06,2015-08-02,Chrome,1,6
188078,2015-01-06,2015-08-04,Firefox,1,7
188224,2015-01-06,2015-08-31,Chrome,1,6
188278,2015-01-06,2015-08-13,Chrome,1,5
188286,2015-01-06,2015-08-29,IE,0,2
188310,2015-01-06,2015-08-13,Chrome,0,6
188384,2015-01-06,2015-08-02,Chrome,1,8
188478,2015-01-06,2015-08-19,Safari,0,6
188521,2015-01-06,2015-08-22,Chrome,0,9
188533,2015-01-06,2015-08-23,Chrome,1,4
188651,2015-01-06,2015-08-15,Chrome,0,4
188732,2015-01-06,2015-08-03,Chrome,1,1
188791,2015-01-06,2015-08-12,IE,1,9
188988,2015-01-06,2015-08-13,Safari,1,6
189009,2015-01-06,2015-08-27,Chrome,1,2
189064,2015-01-06,2015-08-14,IE,1,3
189117,2015-01-06,2015-08-25,Chrome,0,3
189144,2015-01-06,2015-08-12,Firefox,1,4
189170,2015-01-06,2015-08-15,Chrome,0,2
189319,2015-01-06,2015-08-31,IE,1,1
189393,2015-01-06,2015-08-05,IE,1,6
189625,2015-01-06,2015-08-16,Safari,1,5
189738,2015-01-06,2015-08-25,Chrome,1,8
189824,2015-01-06,2015-08-11,IE,0,4
189867,2015-01-06,2015-08-18,Chrome,1,3
189872,2015-01-06,2015-08-20,IE,1,5
189981,2015-01-07,2015-08-19,Chrome,1,1
190063,2015-01-07,2015-08-09,IE,0,9
190179,2015-01-07,2015-08-21,IE,1,4
190242,2015-01-07,2015-08-09,Firefox,1,2
190275,2015-01-07,2015-08-21,Firefox,1,7
190375,2015-01-07,2015-08-26,IE,0,5
190558,2015-01-07,2015-08-20,Firefox,0,5
190566,2015-01-07,2015-08-27,Firefox,0,2
190614,2015-01-07,2015-08-12,IE,1,6
191036,2015-01-07,2015-08-15,IE,0,3
191176,2015-01-07,2015-08-15,Chrome,0,1
191220,2015-01-07,2015-08-16,Chrome,0,8
191244,2015-01-07,2015-08-26,Safari,1,9
191247,2015-01-07,2015-08-18,IE,1,5
191535,2015-01-07,2015-08-30,Chrome,1,8
191545,2015-01-07,2015-08-05,Firefox,0,7
191592,2015-01-07,2015-08-03,Safari,0,6
191675,2015-01-07,2015-08-18,Chrome,0,5
191717,2015-01-07,2015-08-14,Chrome,0,7
191821,2015-01-07,2015-08-08,Firefox,0,1
192022,2015-01-07,2015-08-05,Firefox,1,5
192054,2015-01-07,2015-08-05,IE,0,1
192065,2015-01-07,2015-08-19,IE,1,3
192357,2015-01-07,2015-08-11,Firefox,1,6
192365,2015-01-07,2015-08-30,Firefox,0,6
192474,2015-01-07,2015-08-14,IE,0,7
192554,2015-01-07,2015-08-28,Chrome,1,5
192588,2015-01-07,2015-08-21,Firefox,0,11
192618,2015-01-07,2015-08-02,IE,1,2
192708,2015-01-07,2015-08-07,IE,1,5
192813,2015-01-07,2015-08-06,IE,0,6
192930,2015-01-07,2015-08-23,Chrome,1,7
193190,2015-01-07,2015-08-12,Chrome,1,5
193334,2015-01-07,2015-08-02,Chrome,0,6
193356,2015-01-07,2015-08-01,IE,1,1
193463,2015-01-07,2015-08-26,Chrome,1,6
193496,2015-01-07,2015-08-18,Safari,0,9
193506,2015-01-07,2015-08-03,Firefox,1,1
193525,2015-01-07,2015-08-05,IE,0,1
193671,2015-01-07,2015-08-19,IE,1,4
193807,2015-01-07,2015-08-07,Firefox,0,5
193959,2015-01-07,2015-08-30,Chrome,0,7
194018,2015-01-07,2015-08-20,Chrome,1,3
194069,2015-01-07,2015-08-26,Chrome,0,2
194232,2015-01-07,2015-08-19,Chrome,1,4
194320,2015-01-07,2015-08-26,Chrome,0,1
194346,2015-01-07,2015-08-03,Firefox,1,4
194451,2015-01-07,2015-08-31,Chrome,1,1
194466,2015-01-07,2015-08-14,IE,0,1
194476,2015-01-07,2015-08-05,IE,1,3
194512,2015-01-07,2015-08-08,IE,0,1
194581,2015-01-07,2015-08-12,Chrome,1,2
194709,2015-01-07,2015-08-30,Firefox,1,4
194714,2015-01-07,2015-08-17,Firefox,0,7
194805,2015-01-07,2015-08-25,Chrome,0,2
194919,2015-01-07,2015-08-19,Chrome,0,4
194936,2015-01-07,2015-08-18,Chrome,0,9
195010,2015-01-07,2015-08-15,IE,0,6
195305,2015-01-07,2015-08-11,Chrome,1,1
195306,2015-01-07,2015-08-31,Chrome,0,1
195344,2015-01-07,2015-08-20,Firefox,0,4
195379,2015-01-07,2015-08-06,IE,1,7
195440,2015-01-07,2015-08-31,IE,1,4
195579,2015-01-07,2015-08-03,Chrome,1,6
195732,2015-01-07,2015-08-15,Chrome,0,6
195749,2015-01-07,2015-08-03,Safari,0,2
196200,2015-01-07,2015-08-29,IE,0,7
196281,2015-01-07,2015-08-04,Chrome,1,7
196303,2015-01-07,2015-08-12,IE,1,10
196311,2015-01-07,2015-08-17,IE,1,3
196459,2015-01-07,2015-08-20,Chrome,1,3
196503,2015-01-07,2015-08-23,IE,1,3
196540,2015-01-07,2015-08-21,Firefox,0,14
196567,2015-01-07,2015-08-11,Chrome,1,5
196756,2015-01-07,2015-08-09,Chrome,0,3
196885,2015-01-07,2015-08-22,Firefox,1,6
196965,2015-01-07,2015-08-20,IE,1,5
196975,2015-01-07,2015-08-16,Chrome,0,4
197042,2015-01-07,2015-08-17,Firefox,0,5
197096,2015-01-07,2015-08-13,Firefox,0,6
197109,2015-01-07,2015-08-21,Chrome,1,8
197117,2015-01-07,2015-08-27,Chrome,1,5
197211,2015-01-07,2015-08-27,IE,1,7
197306,2015-01-07,2015-08-03,Chrome,1,4
197317,2015-01-07,2015-08-04,Safari,0,3
197393,2015-01-07,2015-08-02,Safari,0,8
197429,2015-01-07,2015-08-25,Firefox,1,7
197534,2015-01-07,2015-08-25,Safari,0,3
197577,2015-01-07,2015-08-17,Firefox,1,6
197701,2015-01-07,2015-08-19,Chrome,1,8
197788,2015-01-07,2015-08-05,IE,1,6
197793,2015-01-07,2015-08-21,Chrome,0,2
198034,2015-01-07,2015-08-08,Chrome,1,6
198053,2015-01-07,2015-08-04,Chrome,0,3
198196,2015-01-07,2015-08-03,Chrome,0,5
198228,2015-01-07,2015-08-11,IE,1,5
198265,2015-01-07,2015-08-10,Chrome,0,7
198423,2015-01-07,2015-08-01,Chrome,1,9
198437,2015-01-07,2015-08-30,Chrome,1,5
198555,2015-01-07,2015-08-19,Firefox,1,4
198559,2015-01-07,2015-08-19,Chrome,0,1
198620,2015-01-07,2015-08-03,IE,0,3
198723,2015-01-07,2015-08-10,Safari,0,8
198724,2015-01-07,2015-08-27,Chrome,0,4
198738,2015-01-07,2015-08-13,Safari,0,7
199106,2015-01-07,2015-08-12,Firefox,0,5
199118,2015-01-07,2015-08-21,Chrome,0,10
199311,2015-01-07,2015-08-24,Firefox,0,7
199520,2015-01-07,2015-08-12,Firefox,0,7
199535,2015-01-07,2015-08-05,Safari,0,6
199625,2015-01-07,2015-08-10,IE,1,1
199686,2015-01-07,2015-08-22,Safari,1,4
199765,2015-01-07,2015-08-07,IE,1,6
199825,2015-01-07,2015-08-13,Chrome,0,12
199937,2015-01-07,2015-08-08,Firefox,1,5
200024,2015-01-07,2015-08-15,Chrome,0,4
200061,2015-01-07,2015-08-14,Chrome,1,5
200066,2015-01-07,2015-08-29,Firefox,1,4
200200,2015-01-07,2015-08-21,Chrome,0,10
200263,2015-01-07,2015-08-16,Chrome,1,5
200322,2015-01-07,2015-08-07,Chrome,1,4
200392,2015-01-07,2015-08-18,IE,1,5
200437,2015-01-07,2015-08-03,Chrome,0,3
200465,2015-01-07,2015-08-25,Chrome,1,4
200480,2015-01-07,2015-08-17,Chrome,0,7
200497,2015-01-07,2015-08-27,Chrome,1,5
200678,2015-01-07,2015-08-19,Chrome,1,3
200695,2015-01-07,2015-08-16,Firefox,1,5
200735,2015-01-07,2015-08-25,IE,0,5
200797,2015-01-07,2015-08-11,Safari,0,3
200812,2015-01-07,2015-08-29,Firefox,0,6
200985,2015-01-07,2015-08-07,Chrome,1,5
201124,2015-01-07,2015-08-09,Firefox,0,6
201144,2015-01-07,2015-08-04,IE,0,1
201275,2015-01-07,2015-08-18,IE,1,3
201488,2015-01-07,2015-08-25,Chrome,1,3
201570,2015-01-07,2015-08-03,Chrome,1,1
201576,2015-01-07,2015-08-14,Safari,0,4
201593,2015-01-07,2015-08-16,Firefox,0,3
201749,2015-01-07,2015-08-21,Firefox,0,6
201782,2015-01-07,2015-08-26,Safari,1,7
201800,2015-01-07,2015-08-20,Chrome,0,7
201810,2015-01-07,2015-08-03,Firefox,0,10
201813,2015-01-07,2015-08-09,Chrome,0,5
201968,2015-01-07,2015-08-02,IE,0,2
202065,2015-01-07,2015-08-25,Chrome,1,5
202073,2015-01-07,2015-08-23,Chrome,1,6
202251,2015-01-07,2015-08-13,Chrome,1,5
202310,2015-01-07,2015-08-25,Chrome,0,4
202341,2015-01-07,2015-08-22,Firefox,1,6
202934,2015-01-07,2015-08-10,Chrome,1,4
203283,2015-01-07,2015-08-16,Chrome,1,4
203440,2015-01-07,2015-08-02,Firefox,0,7
203513,2015-01-07,2015-08-27,IE,0,4
203598,2015-01-07,2015-08-13,Chrome,0,7
203606,2015-01-07,2015-08-25,Chrome,0,5
203664,2015-01-07,2015-08-11,Chrome,1,3
203741,2015-01-07,2015-08-08,Chrome,1,4
203826,2015-01-07,2015-08-03,Chrome,0,6
203876,2015-01-07,2015-08-28,Chrome,1,4
203931,2015-01-07,2015-08-05,Firefox,1,8
203951,2015-01-07,2015-08-25,IE,1,6
204155,2015-01-07,2015-08-20,IE,1,3
204208,2015-01-07,2015-08-03,Chrome,0,3
204399,2015-01-07,2015-08-26,Safari,1,5
204403,2015-01-07,2015-08-24,Firefox,0,1
204486,2015-01-07,2015-08-14,IE,1,4
204541,2015-01-07,2015-08-10,Firefox,1,4
204610,2015-01-07,2015-08-19,IE,1,8
204658,2015-01-07,2015-08-28,IE,1,10
204825,2015-01-07,2015-08-07,Chrome,0,6
204830,2015-01-07,2015-08-17,IE,0,2
204835,2015-01-07,2015-08-19,Firefox,1,3
205103,2015-01-07,2015-08-21,Chrome,1,6
205237,2015-01-07,2015-08-12,Chrome,0,5
205491,2015-01-07,2015-08-13,Chrome,1,4
205506,2015-01-07,2015-08-24,Safari,1,3
205551,2015-01-07,2015-08-05,Chrome,0,5
205721,2015-01-07,2015-08-17,Safari,0,1
206139,2015-01-07,2015-08-18,Chrome,1,4
206619,2015-01-07,2015-08-06,Chrome,0,6
206822,2015-01-07,2015-08-17,Chrome,1,6
206898,2015-01-07,2015-08-01,Firefox,0,5
206955,2015-01-07,2015-08-12,Firefox,1,2
206962,2015-01-07,2015-08-17,Chrome,0,9
206964,2015-01-07,2015-08-24,Chrome,1,1
